Mã,Action,Conf,MFPM,Macro,MacroScore,Sector Flow,BCTC Risk,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào,SL,TP1,R:R,AMF,Pattern,HMM,Stealth,T+ Setup,T+ Verdict,T+ Conf,Trend Warning,Dự báo,FC Conf%,CVD
PPS,WATCH,LOW,65,NEUTRAL,0.0,NEUTRAL,SAFE,,58,58,RETAIL_DRIVEN,MODE_A,10500.0,10350.0,9870.0,11600.0,2.6,WARN,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
SHA,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,58,58,RETAIL_DRIVEN,MODE_A,4030.0000000000005,3980.0,3850.0,4320.0,2.62,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
VFG,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,45,45,RETAIL_DRIVEN,MODE_A,48300.0,48300.0,46850.0,50600.0,1.59,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
YBM,WATCH,LOW,55,NEUTRAL,0.0,NEUTRAL,SAFE,,41,41,RETAIL_DRIVEN,MODE_A,10300.0,10200.0,9840.0,11150.0,2.64,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
HMC,WATCH,LOW,53,NEUTRAL,0.0,NEUTRAL,SAFE,,50,32,RETAIL_DRIVEN,MODE_A,11500.0,11500.0,11150.0,12200.0,2.0,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
TCO,WATCH,LOW,53,NEUTRAL,0.0,NEUTRAL,SAFE,,53,35,RETAIL_DRIVEN,MODE_A,15200.0,15200.0,14050.0,18200.0,2.61,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
DAD,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,38,38,RETAIL_DRIVEN,MODE_A,15500.0,15500.0,14650.0,17700.0,2.59,WARN,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VPB,NO_ACTION,—,53,NEUTRAL,0.0,OUTFLOW,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,26700.0,26700.0,25700.0,29250.0,2.55,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
MHC,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,9760.0,9760.0,9250.0,11100.0,2.63,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PHC,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,29,29,WHALE_DISTRIBUTING,MODE_A,5050.0,5020.0,4790.0,5630.0,2.65,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
